Registro_ANS,CNPJ,Razao_Social,Nome_Fantasia,Modalidade,Logradouro,Numero,Complemento,Bairro,Cidade,UF,CEP,DDD,Telefone,Fax,Endereco_eletronico,Representante,Cargo_Representante,Regiao_de_Comercializacao,Data_Registro_ANS
416568,8.20204E+12,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA,COPASS SAÚDE,Autogestão,RUA CARANGOLA,531,,SANTO ANTôNIO,Belo Horizonte,MG,30330240,31,32985820,32985801,copass@copass-saude.com.br,OMAR DE CARVALHO GOMES FILHO,REPRESENTANTE E SUPER EXECUTIV,4,2/18/2008
314218,6.09752E+13,ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO,,Filantropia,RUA AMÉRICO VENTURA,123,,ALTO DA MOOCA,São Paulo,SP,3128010,11,20297202,20297602,saocristovao@saocristovao.com.br,VALDIR PEREIRA VENTURA,PRESIDENTE CONS. DELIBERATIVO,4,12/21/1998
423475,3.46849E+12,ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E À INFANCIA DE CUIABÁ ,HOSPITAL GERAL E MATERNIDADE DE CUIABÁ,Filantropia,Rua 13 de Junho ,2101,,Centro,Cuiabá,MT,78025000,65,33637096,,diretoria@hg.cuiaba.br,FLÁVIA GALINDO SILVESTRE SILVA,Presidente do Conselho,,12/27/2022
422321,3.56573E+13,ASSOCIAÇÃO DE SAÚDE DO VALE,LEVMED SAÚDE,Medicina de Grupo,RUA EPITÁCIO PESSOA,651,,CENTRO,Jaraguá do Sul,SC,89251100,47,35124100,,contato@levmed.com.br,CARLOS CESAR FELIPONI,DIRETOR EXECUTIVO,5,7/14/2020
418731,1.50224E+13,ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO,HFC SAÚDE,Medicina de Grupo,RUA RAFAEL ALOISI,51,,VILA REZENDE,Piracicaba,SP,13405205,,,,lilian.pedro@hfcp.com.br,JOSÉ CORAL,DIRETOR SUPERINTENDENTE,5,1/11/2013
417530,1.19394E+13,ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA,SAÚDE BENEFICÊNCIA,Medicina de Grupo,RUA TIRADENTES,293,CJ 51 A 54 - LOTE 5A,VILA ITAPURA,Campinas,SP,13023190,19,35001500,,diretoria@saudebeneficencia.com.br,ARLY DE LARA ROMÊO,REPRESENTANTE,5,9/2/2010
393533,1.2317E+13,ASSOCIAÇÃO DO FISCO DE ALAGOAS,,Autogestão,RUA ARTUR VITAL DA SILVA,58,,GRUTA DE LOURDES,Maceió,AL,57052260,82,33383494,33381846,clebia.presidencia@asfal.com.br,GUSTAVO DE ALBUQUERQUE CALHEIROS,DIRETOR PRESIDENTE,6,12/28/1998
420000,1.57131E+13,ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL,PLANSUL,Medicina de Grupo,RUA SANTA CRUZ,s/n,HOSPITAL MANOEL NOVAIS,BAIRRO DE FÁTIMA,Itabuna,BA,45603305,73,32143800,,PLANSUL@PLANSUL.net,CELSO ROBERTO DOS SANTOS,GESTOR,5,12/15/2015
387185,3.40113E+13,ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,AFRERJ,Autogestão,RUA SETE DE SETEMBRO,55,25 º ANDAR,CENTRO,Rio de Janeiro,RJ,20050004,21,35345555,22525756,amafrerj@afrerj.org.br,ALOISIO DA CUNHA TAVARES,DIRETOR PRESIDENTE,4,12/16/1998
330281,9.30624E+12,ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP,AFRAFEP - SAUDE,Autogestão,Rua Corálio Soares de Oliveira,497,,Centro,João Pessoa,PB,58013260,83,30485640,,admin@afrafepsaude.com.br,QUINTILIANO BEZERRA LIMA,PRESIDENTE,3,12/22/1998
384704,1.31704E+13,ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,ASSEC,Autogestão,AV. ADÉLIA FRANCO,3035,,DIA,Aracaju,SE,49048010,,,,ans@assecsaude.com.br,VALDILENE OLIVEIRA MARTINS,PRESIDENTE,3,12/30/1998
382639,9.29111E+13,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,AFISVEC - SAÚDE,Autogestão,RUA URUGUAI,155,CONJ.1010,CENTRO,Porto Alegre,RS,90010140,51,32244922,32244922,saude@afisvec.org.br,EDUARDO JAEGER,PRESIDENTE,3,12/28/1998
306754,2.99149E+11,ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS,AFFEGO-SAÚDE,Autogestão,RUA 83,218,"QUADRA F-15, LOTE 26",SETOR SUL,Goiânia,GO,74083020,62,32185051,,walima@affego.com.br,HUGO MARIA D¿ASSUNÇÃO,REPRESENTANTE,3,12/23/1998
388092,4.50325E+12,ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,AFFEAM SAÚDE,Autogestão,RUA FRANCO DE SÁ,812,1º ANDAR,SÃO FRANCISCO,Manaus,AM,69079210,92,36634380,36113013,affeamsaude@affeam.com.br,DERCYVONE DA SILVA GOES,PRESIDENTE,6,12/31/1998
335754,1.4799E+13,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,ASFEB,Autogestão,RUA DR. JOSÉ PEROBA,149,EDF ELDORADO 1º ANDAR SL: 101/102 e 902,STIEP,Salvador,BA,41770235,71,22012205,33417182,coordennacaomedica@asfeb.org.br,DOMENICO FIORAVANTI,PRESIDENTE,3,12/23/1998
309028,2.9168E+13,"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO",ASSIST,Medicina de Grupo,RUA SENADOR DANTAS,117,"SLJ 201, 206 A 209 SALAS 208, 301, 302 3",CENTRO,Rio de Janeiro,RJ,20010000,21,21425149,,assist@assist.org.br,GERALDO DA COSTA LEITE,DIRETOR PRESIDENTE,4,1/19/1999
419591,2.01608E+13,ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ,ASPARÁ,Autogestão,AVENIDA SENADOR LEMOS,904,,UMARIZAL,Belém,PA,66050000,91,32251521,,aspara@aspara.org.br,GERALDO HENRIQUE DE OLIVEIRA NOGUEIRA,PRESIDENTE,5,10/21/2014
342556,8.75474E+13,ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI,PLANO DE SAÚDE TACCHIMED,Filantropia,RUA JOSÉ MÁRIO MONACO,358,,CENTRO,Bento Gonçalves,RS,95700068,54,34554333,34554333,nucleojr@tacchini.com.br,HILTON ROESE MANCIO,SUPERINTENDENTE,5,12/22/1998
326755,7.86138E+13,ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA,PLANO DE SAUDE HOSPITALAR,Filantropia,AV. BANDEIRANTES,618,,JD. LONDRILAR,Londrina,PR,86015900,43,33781000,,planohospitalar2@planohospitalar.org.br,LINCOLN VIEIRA MAGALHÃES,REPRESENTANTE LEGAL,5,12/22/1998
422053,3.39222E+13,ASSOCIAÇÃO FCA SAÚDE,STELLANTIS SAUDE PE/PB,Autogestão,AV CONTORNO,3455,"GALPAO 8, SALA 36, PARTE A",DISTRITO INDUSTRIAL PAULO CAMI,Betim,MG,32669900,31,34023812,,juridicostellantissaude@stellantis.com,CRISTIANE DE OLIVEIRA ROQUE PAIXÃO,Diretora,5,12/3/2019
416584,8.88327E+12,ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE,FUPS,Autogestão,RUA FIORAVANTE JOÃO FERRI,99,,JARDIM ALVORADA,Campo Mourão,PR,87308445,,,,fups@fups.com.br,MAYARA DE OLIVERA RODRIGUES,REPRESENTANTE,4,3/7/2008
402206,2.22014E+12,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,AGMP,Autogestão,RUA T-29 C/ T-9,1758,,SETOR BUENO,Goiânia,GO,74215050,62,32856660,,administracao@samp.org.br,VALÉRIA CRISTINA DE PAULA MAGALHÃES,DIRETORA GERAL,3,3/17/1999
421618,3.07246E+13,ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL,HOSPITAL SAÚDE,Medicina de Grupo,Praça Nossa Senhora Aparecida,61,Sala 01,Nossa Senhora Aparecida,Vargem Grande do Sul,SP,13880000,19,36419300,,associacaohsvgsul@gmail.com,JOSÉ GERALDO RAMAZOTTI,PRESIDENTE,6,4/8/2019
423807,9.26858E+13,ASSOCIAÇÃO HOSPITALAR MOINHOS DE VENTO,HOSPITAL MOINHOS DE VENTO,Autogestão,Rua Ramiro Barcelos,910,,Moinhos de Vento,Porto Alegre,RS,90035001,51,33143545,,marcelo.rosa@hmv.org.br,MARCO ANTÔNIO DE MODESTI,CFO,,10/30/2023
419150,1.53233E+13,ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA,MAIS SAÚDE SANTA CASA,Medicina de Grupo,RUA SÃO LUCAS,21,Andar 1 e 2,PERPÉTUO SOCORRO,São João da Boa Vista,SP,13870529,19,36344440,,presidencia@maissaudesantacasa.com.br,VERA LUCIA SASSARON PANDINI,PRESIDENTE,6,10/22/2013
417211,1.11778E+13,ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO,AMMP SAÚDE,Autogestão,RUA TIMBIRAS,2928,3º ANDAR,BARRO PRETO,Belo Horizonte,MG,30140062,31,21054878,25326391,saude@ammpsaude.org.br,FRANCISCO CHAVES GENEROSO,DIRETOR DE SAÚDE,3,4/9/2010
420158,2.38693E+13,ASSOCIAÇÃO PADRE ALBINO SAÚDE,PADRE ALBINO SAUDE,Medicina de Grupo,RUA BELEM,423,,CENTRO,Catanduva,SP,15800280,17,33113716,,ADMINISTRACAO@PADREALBINOSAUDE.COM.BR,VANIA REGINA CATOIA GARCIA,DIRETORA EXECUTIVA,5,7/6/2016
420816,2.51412E+13,ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE,PADRE PIO PLANOS DE SAÚDE,Medicina de Grupo,Rua José Antunes Azevedo Filho,70,,Jardim Nova Itália,Limeira,SP,13484401,19,34467700,,plano.pe.pio@humanitaria.com.br,CESAR LUIS DERMONDE,Diretor Presidente,6,6/9/2017
418617,1.20495E+13,ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ,PROMED,Autogestão,RUA MATEUS LEME,2018,2º ANDAR,CENTRO CÍVICO,Curitiba,PR,80530010,41,33522855,33522855,superintendencia@promedpr.org.br,SYMARA MOTTER,PRESIDENTE,3,10/8/2012
422631,3.94276E+13,ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS,,Autogestão,Avenida República do Chile,65,Sala 302,Centro,Rio de Janeiro,RJ,20031170,,,,carolina.lucas@saudepetrobras.com.br,CAROLINA SALGADO LUCAS,GERENTE REGULATÓRIO E PRODUTOS,1,1/28/2021
419974,1.9512E+13,ASSOCIAÇÃO PLAME DE SAÚDE,PLAMESC- PLANO MÉDICO SANTA CASA,Medicina de Grupo,RUA SÃO SEBASTIÃO,32,,CENTRO,Barra Mansa,RJ,27345480,24,33233775,,plamesc@plamesc.com.br,JAIR FUSCO,DIRETOR ADMINISTRATIVO,6,11/18/2015
419958,2.09618E+13,ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS,PSC SAÚDE - ASSISTÊNCIA MEDICA  ,Medicina de Grupo,AV. ONZE DE AGOSTO,1451,6º ANDAR - EDIFÍCIO ELLOPAR,JARDIM RIBEIRO,Valinhos,SP,13270190,,,,cbeltram@uol.com.br,CELSO BELTRAMINI,PRESIDENTE,6,11/9/2015
408093,6.64933E+13,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,APAS-BOTUCATU,Autogestão,RUA PRUDENTE DE MORAES,217,,CENTRO,Botucatu,SP,18602060,14,38155199,38155199,apasbtu@terra.com.br,ALEKSANDER TOALDO LACERDA,DIRETOR PRESIDENTE,5,9/14/1999
408263,7.17533E+13,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,APAS - ASSOCIAÇÃO POLICIAL DE ASSISTÊCIA À SAÚDE SJBVISTA,Autogestão,AV. PRESIDENTE JOÃO BELCHIOR MARQUES GOU,401,,PARQUE NAÇÕES ,São João da Boa Vista,SP,13870579,19,36331494,36338415,apas.sjoao@uol.com.br,CELSO AUGUSTO LUCIO ,DIRETOR PRESIDENTE,5,9/15/1999
409413,4.44803E+11,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,APAS FERNANDOPOLIS,Autogestão,AV. LÍBERO DE ALMEIDA SILVARES,3014,,COESTER,Fernandópolis,SP,15603087,17,34628371,,gerencia@apasfernandopolis.com,IVAN CESAR BELENTANI,PRESIDENTE,5,10/27/1999
410110,34259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,APAS BAIXADA SANTISTA,Autogestão,RUA SÃO PAULO,118,CASA,VILA BELMIRO,Santos,SP,11075330,13,32261300,32265000,apas@apassantos.com.br,ELI FRAGA DO REGO,DIRETOR PRESIDENTE,5,11/3/1999
406813,5.97661E+13,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,APAS ANDRADINA,Autogestão,RUA SÃO PAULO,757,,CENTRO,Andradina,SP,16901009,18,37224315,37224315,apas@apasandradina.com.br,ADALTO ALVES DE OLIVEIRA,DIRETOR PRESIDENTE,5,8/6/1999
406937,5.72725E+13,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,APAS/MARILIA,Autogestão,RUA RIO GRANDE DO SUL,121,CASA,CENTRO,Marília,SP,17509130,14,34020870,34331313,apasmari@terra.com.br,ANTONIO ZOTTI,PRESIDENTE,5,8/4/1999
410128,7.15593E+13,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,APAS SAÚDE SOROCABA,Autogestão,RUA CONDE D'EU,292,,VILA BOA VISTA,Sorocaba,SP,18030040,15,33317092,,adm.ans@apas-sorocaba.com.br,WASHINGTON LUIZ GAIOTTO,PRESIDENTE,5,11/30/1999
409405,6.42842E+11,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,APAS VALE  DO RIBEIRA,Autogestão,RUA SHITIRO MAEJI,619,,CENTRO,Registro,SP,11900000,13,38211083,38211083,apasrgt@terra.com.br,EVERALDO FIGUEIREDO CALEGARI,PRESIDENTE,5,10/26/1999
423203,8.41848E+11,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,APAS ASSIS,Autogestão,RUA SÃO PAULO,303.0,,VILA XAVIER,Assis,SP,19802001,18,33241423,,apasassis@outlook.com,DIONIZIO DE GENOVA JUNIOR,PRESIDENTE,6,7/14/2022
414212,5.97621E+13,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA,Autogestão,RUA RIO DE JANEIRO,120,CASA,VILA MENDONÇA,Araçatuba,SP,16015150,18,36235389,,apas.administrativo@apasaracatuba.com.br,ADRIANA ROLEDO BELLUZZO,DIRETORA PRESIDENTE,5,8/28/2001
407569,7.29164E+13,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,APAS- BARRETOS,Autogestão,AVENIDA 23,1337,,CENTRO,Barretos,SP,14780320,17,33229844,33225133,apasbarretos@terra.com.br,ANTONIO ALVES,DIRETOR PRESIDENTE,5,8/20/1999
406945,1.47571E+11,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,APAS BAURU,Autogestão,RUA MARIA JOSÉ,1-71,QUADRA 1,CENTRO,Bauru,SP,17015440,14,32145500,32145501,apas@apasbauru.com.br,BENEDITO ROBERTO MEIRA,DIRETOR PRESIDENTE,5,8/4/1999
408026,6.6569E+11,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,APAS DE DRACENA,Autogestão,RUA PRINCESA ISABEL,1215,,CENTRO,Dracena,SP,17900000,18,38213990,38213997,apasdrac@terra.com.br,CLAUDINÊ DE OLIVEIRA CRESPO,PRESIDENTE,5,9/6/1999
408034,6.6491E+13,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,APAS-JAU,Autogestão,RUA DR JOÃO LEITE,652,,CENTRO,Jaú,SP,17201090,1,436214846,436214846,contato@apasjau.com.br,JOÃO PEDRO DE OLIVEIRA FILHO,PRESIDENTE,5,9/8/1999
411248,6.48506E+11,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,APAS/PV,Autogestão,RUA DUQUE DE CAXIAS,343,,CENTRO,Presidente Venceslau,SP,19400005,18,32713230,32713322,contato@apaspv.com.br,ELCIO APARECIDO RODRIGUES,PRESIDENTE,6,5/8/2000
408794,7.29183E+13,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),APAS ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE RIBEIRÃO PRETO,Autogestão,RUA FLORIANO PEIXOTO,1491,,SUMARE,Ribeirão Preto,SP,14025388,16,35055000,,apasrp@apasrp.com.br,MARCO AURELIO HENRIQUES,PRESIDENTE,5,10/7/1999
420786,2.48075E+13,ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,SANTA CASA CLÍNICAS,Medicina de Grupo,RUA MAESTRO ANTONIO PASSARELI,208,,CENTRO,Birigui,SP,16200004,18,36496620,,bruni@santacasaclinicas.com.br,GABRIEL GENARO DE MORES,DIRETOR PRESIDENTE,6,3/27/2017
418803,1.66656E+13,ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA,SANTA CASA SAÚDE DE ARAÇATUBA,Medicina de Grupo,RUA OSCAR RODRIGUES ALVES,1092,,VILA MENDONçA,Araçatuba,SP,16015030,18,36072720,,SCSAUDEGERENCIA@TERRA.COM.BR,FÁBIO JOSÉ BLAYA MARTINEZ,GERENTE ADMINISTRATIVO,6,3/25/2013
419249,1.83215E+13,ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS,SANTA CASA SAÚDE,Medicina de Grupo,AVENIDA DOUTOR JOÃO GUILHERMINO,465,,CENTRO,São José dos Campos,SP,12210130,12,38769000,38769015,SANTACASASAUDE@SANTACASASAUDESJC.COM.BR,IVÃ MOLINA ,DIRETOR EXECUTIVO PRESIDENTE,5,1/8/2014
418021,1.30012E+13,ASSOCIAÇÃO SANTA SAÚDE,PLANO SANTA SAÚDE,Medicina de Grupo,RUA DR. ANTÔNIO BENTO,162,TÉRREO,VILA MATHIAS,Santos,SP,11075260,13,32110602,,regulacao.ans@planosantasaude.com.br,RAPHAEL VITA COSTA,DIRETOR ADMINISTRATIVO E FINANCEIRO,5,4/20/2011
330892,2.90348E+12,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,SAÚDE CONCEIÇÃO,Medicina de Grupo,RUA VIDAL RAMOS,299,SALA 01,CENTRO,Tubarão,SC,88701140,48,33027200,,saudeconceicao@saudeconceicao.org.br,BEATRIZ HOBOLD,PRESIDENTE,5,12/24/1998
418218,1.13367E+13,ASSOCIAÇÃO SAÚDE RURAL ALEGRETE,SAÚDE RURAL,Medicina de Grupo,RUA GENERAL VITORINO,156,SALA A,CENTRO,Alegrete,RS,97542310,,,,saude.rural@sauderural.com.br,PEDRO PIRES PÍFFERO,PRESIDENTE,6,9/13/2011
418919,1.18674E+13,ASSOCIAÇÃO SAÚDE SÃO JOSÉ,SAÚDE SÃO JOSÉ,Medicina de Grupo,RUA MARECHAL DEODORO,382,TERREO,CENTRO,Criciúma,SC,88801110,48,34333338,34336242,PLANO@SSJOSE.COM.BR,MARIA FELÍCITA HENZ,PRESIDENTE,5,6/13/2013
417220,1.07961E+13,ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,ODONTOINDUSTRIA,Odontologia de Grupo,RUA ALVARES MACIEL,59,11º ANDAR,SANTA EFIGÊNIA,Belo Horizonte,MG,30150250,31,32634600,,anderson@odontoindustria.com.br,ANDERSON GONÇALVES DE ALMEIDA GOMES,REPRESENTANTE,3,4/9/2010
419141,1.49461E+13,ASSOCIAÇÃO SÃO FRANCISCO VIDA,SÃO FRANCISCO VIDA,Medicina de Grupo,RUA GENERAL CARNEIRO,471,,CENTRO,Jacareí,SP,12308061,12,39559595,39559595,ans@sfvida.com.br,PEDRO GUIMARAES,DIRETOR SUPERINTENDENTE,5,10/15/2013
421006,2.70675E+13,ASSOCIAÇÃO SÃO LUIZ SAÚDE,SÃO LUIZ SAÚDE,Medicina de Grupo,RUA CORONEL ANDRE ULSON JUNIOR,248,,CENTRO,Araras,SP,13600690,19,35412107,,gerenciasls@iscma.com.br,RÉGIS ROBERTO OLIVÉRIO,ADMINISTRADOR,6,9/29/2017
420123,2.35572E+13,ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,ASSOCIAÇÃO UNIVIDA,Medicina de Grupo,RUA INÁCIO RIBEIRO,355,,CENTRO,Santa Rita do Passa Quatro,SP,13670000,19,35823259,,gerencia@unividaplanodesaude.com.br,SYLVIO ZORDAO JUNIOR,PRESIDENTE,6,5/16/2016
412635,3.07714E+11,ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,AVAMP,Autogestão,AV MARECHAL DEODORO DA FONSECA,385,,JARDIM SANTA CLARA,Taubaté,SP,12080000,12,36341266,,diretoria@avamp.com.br,RUBENS RAYMUNDO DA SILVA,PRESIDENTE,5,11/16/2000
420794,2.37795E+13,ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP,ASSOREL BRASIL,Administradora de Benefícios,AVENIDA HISTORIADOR RUBENS DE MENDONÇA,1856,"14º ANDAR, SALA 1404",BOSQUE DA SAUDE,Cuiabá,MT,78050000,65,30272470,,carolline@assorelbrasil.com.br,CAROLLINE BRONZEADO DE OLIVEIRA MORILHAS,SÓCIA ADMINISTRADORA,5,1/26/2017
336874,1.52451E+13,ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS,ATEMDE ODONTO,Odontologia de Grupo,RUA RUI BARBOSA,120,ED. REAL SALA 202,CENTRO,Simões Filho,BA,43700000,71,34832700,34832711,contabilidade@atemde.com.br,ANTÔNIO CLEITON VIEIRA GURGEL,DIRETOR PRESIDENTE E ADMINISTR,5,12/17/1998
422151,3.47321E+13,ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,ATITUDE SAÚDE,Medicina de Grupo,AVENIDA TANCREDO NEVES,001283,EDIF EMPRESARIAL OMEGA SALA 0101,CAMINHO DAS ARVORES,Salvador,BA,41820021,,,,diretoria@planoatitudesaude.com.br,ELISANGELA SANTOS SOUSA,REPRESENTANTE JUNTO À ANS,,2/27/2020
320510,6.92892E+13,ATÍVIA SERVIÇOS DE SAÚDE S/A,,Medicina de Grupo,AVENIDA PREFEITO JOSÉ CRISTOVÃO AROUCA,35,,JD PEREIRA AMPARO,Jacareí,SP,12327707,12,39543954,39543954,diretoria@ativia.com.br,GILBERTO ANTONIO DUMALAKAS,DIRETOR PRESIDENTE,5,12/28/1998
423629,4.99555E+13,AURORA SAÚDE LTDA,AURORA SAÚDE,Medicina de Grupo,Rua Ministro Orozimbo Nonato,442,Salas 903/904/905/906,Vila da Serra,Nova Lima,MG,34006053,31,971231133,,ans@souaurorasaude.com.br,LILIANE COSTA FREITAS OLIVEIRA,SÓCIA ADMINISTRADORA,,7/3/2023
327417,5.98478E+13,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,AUSTACLINICAS,Medicina de Grupo,AVENIDA MURCHID HOMSI,1275,,Mançor Daud,São José do Rio Preto,SP,15070650,17,32031414,,austaclinicas@austa.com.br,LUIS RAFAEL ALVES VIEGAS CHANES ,DIRETOR,5,12/21/1998
423734,5.05078E+13,AVANT ADMINISTRADORA DE BENEFICIOS LTDA,AVANT,Administradora de Benefícios,RUA DA QUITANDA,60,07 ANDAR,CENTRO,Rio de Janeiro,RJ,20011030,8,580340,,ana.gatinho@avantadministradora.com.br,ANA CAROLINA GATINHO SOARES,SÓCIO ADMINISTRADOR,,8/28/2023
424005,5.11247E+13,AVANTI ADMINISTRADORA DE BENEFÍCIOS EM SAÚDE LTDA EPP,AVANTI VIDA E SAÚDE,Administradora de Benefícios,RUA DOUTOR CELESTINO,122,616,CENTRO,Niterói,RJ,24020091,61,99640197,,aribeiro77@yahoo.com.br,ARTHUR RIBEIRO COUTINHO GONÇALVES DA SILVA,SOCIO ADMINISTRADOR ,,6/24/2024
418013,1.29032E+13,BACCS ADMINISTRADORA DE BENEFÍCIOS LTDA,BACCS,Administradora de Benefícios,AVENIDA DOM SEVERINO,2074,EDIFíCIO JOSé CARVALHO - SALA 104,FáTIMA,Teresina,PI,64049375,21,3.23116E+15,,JOHNNY@IBOALAN.COM.BR,ANTÔNIO CARLOS ANTUNES BASTOS,SÓCIO-ADMINISTRADOR,3,4/20/2011
422991,4.12153E+13,BAUEN LIFE LTDA.,BAUEN LIFE,Administradora de Benefícios,RUA SÃO PAULO,41,SALA 1904 B,VILA BELMIRO,Santos,SP,11075330,13,974210807,,ricardo@valdivia.com.br,JOSE RICARDO VALDIVIA JUNIOR,Sócio Administrador,,8/26/2021
419257,1.92405E+13,BCI ADMINISTRADORA DE BENEFÍCIOS LTDA.,BCI ADMINISTRADORA DE BENEFÍCIOS,Administradora de Benefícios,ALAMEDA DOS GUARAMOMIS,1176,TÉRREO - PARTE,PLANALTO PAULISTA,São Paulo,SP,4076012,11,35253600,,administrativo@bciadministradora.com.br,FILIPE RODRIGUES RIBEIRO DA SILVA,REPRESENTANTE,4,1/22/2014
419125,7.61195E+12,BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.,BEDOIS SERVIÇOS DE ADMINISTRAÇÃO DE BENEFÍCIOS LTDA.,Administradora de Benefícios,RUA DO CARMO,8,4 ANDAR - PARTE,CENTRO,Rio de Janeiro,RJ,20011020,21,22124150,22206917,FVIGNOLI@B2SAUDE.COM.BR,ROBERTO FRANCISCO VIGNOLI NUNES,DIRETOR PRESIDENTE,,10/3/2013
421332,2.91383E+13,BEM ADMINISTRADORAS LTDA,,Administradora de Benefícios,RUA DA QUITANDA,50,"SALAS 2201, 2202, 2203",CENTRO,Rio de Janeiro,RJ,20011030,,,,elaine.almeida@bembeneficios.com.br,ELAINE DE ALMEIDA ALVES,SÓCIA,6,7/19/2018
420697,2.53138E+13,BEM ESTAR ADMINISTRADORA DE BENEFÍCIOS LTDA,,Administradora de Benefícios,RUA FELIPE SCHMIDT,679,,CENTRO,Florianópolis,SC,88010000,,,,CONTATO@BEMESTARADM.COM.BR,RAQUEL VITÓRIA MATOS,ADMINISTRADORA,3,1/13/2017
